material,nominal_size,nominal_od,nominal_id,nominal_thickness,epsilon,selector_label,selector_value
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,0.375,0.675,0.493,0.091,0.000150,STD / 40 / 0.091,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,0.375,0.675,0.423,0.126,0.000150,XS / 80 / 0.126,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,0.375,0.675,0.171,0.252,0.000150,XXS / - / 0.252,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,0.375,0.675,0.545,0.065,0.000150,- / 10 / 0.065,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,0.375,0.675,0.529,0.073,0.000150,- / 30 / 0.073,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,0.375,0.675,0.359,0.158,0.000150,- / 160 / 0.158,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,0.5,0.840,0.622,0.109,0.000150,STD / 40 / 0.109,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,0.5,0.840,0.546,0.147,0.000150,XS / 80 / 0.147,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,0.5,0.840,0.252,0.294,0.000150,XXS / - / 0.294,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,0.5,0.840,0.710,0.065,0.000150,- / 5 / 0.065,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,0.5,0.840,0.674,0.083,0.000150,- / 10 / 0.083,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,0.5,0.840,0.650,0.095,0.000150,- / 30 / 0.095,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,0.5,0.840,0.464,0.188,0.000150,- / 160 / 0.188,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,0.75,1.050,0.824,0.113,0.000150,STD / 40 / 0.113,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,0.75,1.050,0.742,0.154,0.000150,XS / 80 / 0.154,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,0.75,1.050,0.434,0.308,0.000150,XXS / - / 0.308,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,0.75,1.050,0.920,0.065,0.000150,- / 5 / 0.065,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,0.75,1.050,0.884,0.083,0.000150,- / 10 / 0.083,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,0.75,1.050,0.860,0.095,0.000150,- / 30 / 0.095,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,0.75,1.050,0.612,0.219,0.000150,- / 160 / 0.219,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,1.0,1.315,1.049,0.133,0.000150,STD / 40 / 0.133,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,1.0,1.315,0.957,0.179,0.000150,XS / 80 / 0.179,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,1.0,1.315,0.599,0.358,0.000150,XXS / - / 0.358,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,1.0,1.315,1.185,0.065,0.000150,- / 5 / 0.065,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,1.0,1.315,1.097,0.109,0.000150,- / 10 / 0.109,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,1.0,1.315,1.087,0.114,0.000150,- / 30 / 0.114,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,1.0,1.315,0.815,0.250,0.000150,- / 160 / 0.250,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,1.25,1.66,1.380,0.140,0.000150,STD / 40 / 0.140,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,1.25,1.66,1.278,0.191,0.000150,XS / 80 / 0.191,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,1.25,1.66,0.896,0.382,0.000150,XXS / - / 0.382,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,1.25,1.66,1.530,0.065,0.000150,- / 5 / 0.065,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,1.25,1.66,1.442,0.109,0.000150,- / 10 / 0.109,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,1.25,1.66,1.426,0.117,0.000150,- / 30 / 0.117,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,1.25,1.66,1.160,0.250,0.000150,- / 160 / 0.250,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,1.5,1.9,1.610,0.145,0.000150,STD / 40 / 0.145,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,1.5,1.9,1.500,0.200,0.000150,XS / 80 / 0.200,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,1.5,1.9,1.100,0.400,0.000150,XXS / - / 0.400,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,1.5,1.9,1.770,0.065,0.000150,- / 5 / 0.065,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,1.5,1.9,1.682,0.109,0.000150,- / 10 / 0.109,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,1.5,1.9,1.650,0.125,0.000150,- / 30 / 0.125,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,1.5,1.9,1.338,0.281,0.000150,- / 160 / 0.281,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.0,2.375,2.067,0.154,0.000150,STD / 40 / 0.154,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.0,2.375,1.939,0.218,0.000150,XS / 80 / 0.218,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.0,2.375,1.503,0.436,0.000150,XXS / - / 0.436,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.0,2.375,2.245,0.065,0.000150,- / 5 / 0.065,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.0,2.375,2.157,0.109,0.000150,- / 10 / 0.109,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.0,2.375,2.125,0.125,0.000150,- / 30 / 0.125,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.0,2.375,1.687,0.344,0.000150,- / 160 / 0.344,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.0,2.375,2.209,0.083,0.000150,- / - / 0.083,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.0,2.375,2.093,0.141,0.000150,- / - / 0.141,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.0,2.375,2.031,0.172,0.000150,- / - / 0.172,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.0,2.375,1.999,0.188,0.000150,- / - / 0.188,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.0,2.375,1.875,0.250,0.000150,- / - / 0.250,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.0,2.375,1.813,0.281,0.000150,- / - / 0.281,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.5,2.875,2.469,0.203,0.000150,STD / 40 / 0.203,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.5,2.875,2.323,0.276,0.000150,XS / 80 / 0.276,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.5,2.875,1.771,0.552,0.000150,XXS / - / 0.552,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.5,2.875,2.709,0.083,0.000150,- / 5 / 0.083,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.5,2.875,2.635,0.120,0.000150,- / 10 / 0.120,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.5,2.875,2.499,0.188,0.000150,- / 30 / 0.188,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.5,2.875,2.125,0.375,0.000150,- / 160 / 0.375,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.5,2.875,2.657,0.109,0.000150,- / - / 0.109,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.5,2.875,2.625,0.125,0.000150,- / - / 0.125,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.5,2.875,2.593,0.141,0.000150,- / - / 0.141,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.5,2.875,2.563,0.156,0.000150,- / - / 0.156,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.5,2.875,2.531,0.172,0.000150,- / - / 0.172,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.5,2.875,2.443,0.216,0.000150,- / - / 0.216,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,2.5,2.875,2.375,0.250,0.000150,- / - / 0.250,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.0,3.5,3.068,0.216,0.000150,STD / 40 / 0.216,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.0,3.5,2.900,0.300,0.000150,XS / 80 / 0.300,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.0,3.5,2.300,0.600,0.000150,XXS / - / 0.600,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.0,3.5,3.334,0.083,0.000150,- / 5 / 0.083,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.0,3.5,3.260,0.120,0.000150,- / 10 / 0.120,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.0,3.5,3.124,0.188,0.000150,- / 30 / 0.188,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.0,3.5,2.624,0.438,0.000150,- / 160 / 0.438,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.0,3.5,3.282,0.109,0.000150,- / - / 0.109,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.0,3.5,3.250,0.125,0.000150,- / - / 0.125,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.0,3.5,3.218,0.141,0.000150,- / - / 0.141,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.0,3.5,3.188,0.156,0.000150,- / - / 0.156,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.0,3.5,3.156,0.172,0.000150,- / - / 0.172,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.0,3.5,3.000,0.250,0.000150,- / - / 0.250,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.0,3.5,2.938,0.281,0.000150,- / - / 0.281,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.5,4,3.548,0.226,0.000150,STD / 40 / 0.226,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.5,4,3.364,0.318,0.000150,XS / 80 / 0.318,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.5,4,3.834,0.083,0.000150,- / 5 / 0.083,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.5,4,3.760,0.120,0.000150,- / 10 / 0.120,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.5,4,3.624,0.188,0.000150,- / 30 / 0.188,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.5,4,3.364,0.318,0.000150,- / 80S / 0.318,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.5,4,3.782,0.109,0.000150,- / - / 0.109,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.5,4,3.750,0.125,0.000150,- / - / 0.125,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.5,4,3.718,0.141,0.000150,- / - / 0.141,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.5,4,3.688,0.156,0.000150,- / - / 0.156,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.5,4,3.656,0.172,0.000150,- / - / 0.172,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.5,4,3.500,0.250,0.000150,- / - / 0.250,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,3.5,4,3.438,0.281,0.000150,- / - / 0.281,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,4.0,4.5,3.826,0.337,0.000150,XS / 80 / 0.337,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,4.0,4.5,3.152,0.674,0.000150,XXS / - / 0.674,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,4.0,4.5,4.334,0.083,0.000150,- / 5 / 0.083,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,4.0,4.5,4.260,0.120,0.000150,- / 10 / 0.120,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,4.0,4.5,4.124,0.188,0.000150,- / 30 / 0.188,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,4.0,4.5,4.026,0.237,0.000150,- / 40 / 0.237,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,4.0,4.5,3.624,0.438,0.000150,- / 120 / 0.438,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,4.0,4.5,3.438,0.531,0.000150,- / 160 / 0.531,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,4.0,4.5,4.282,0.109,0.000150,- / - / 0.109,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,4.0,4.5,4.250,0.125,0.000150,- / - / 0.125,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,4.0,4.5,4.218,0.141,0.000150,- / - / 0.141,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,4.0,4.5,4.188,0.156,0.000150,- / - / 0.156,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,4.0,4.5,4.156,0.172,0.000150,- / - / 0.172,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,4.0,4.5,4.094,0.203,0.000150,- / - / 0.203,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,4.0,4.5,4.062,0.219,0.000150,- / - / 0.219,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,4.0,4.5,4.000,0.250,0.000150,- / - / 0.250,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,4.0,4.5,3.938,0.281,0.000150,- / - / 0.281,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,4.0,4.5,3.876,0.312,0.000150,- / - / 0.312,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,5.0,5.563,5.047,0.258,0.000150,STD / 40 / 0.258,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,5.0,5.563,4.813,0.375,0.000150,XS / 80 / 0.375,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,5.0,5.563,4.063,0.750,0.000150,XXS / - / 0.750,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,5.0,5.563,5.345,0.109,0.000150,- / 5 / 0.109,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,5.0,5.563,5.295,0.134,0.000150,- / 10 / 0.134,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,5.0,5.563,4.563,0.500,0.000150,- / 120 / 0.500,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,5.0,5.563,4.313,0.625,0.000150,- / 160 / 0.625,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,5.0,5.563,5.397,0.083,0.000150,- / - / 0.083,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,5.0,5.563,5.313,0.125,0.000150,- / - / 0.125,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,5.0,5.563,5.251,0.156,0.000150,- / - / 0.156,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,5.0,5.563,5.187,0.188,0.000150,- / - / 0.188,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,5.0,5.563,5.125,0.219,0.000150,- / - / 0.219,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,5.0,5.563,5.001,0.281,0.000150,- / - / 0.281,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,5.0,5.563,4.939,0.312,0.000150,- / - / 0.312,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,5.0,5.563,4.875,0.344,0.000150,- / - / 0.344,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,6.065,0.280,0.000150,STD / 40 / 0.280,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,5.761,0.432,0.000150,XS / 80 / 0.432,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,4.897,0.864,0.000150,XXS / - / 0.864,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,6.407,0.109,0.000150,- / 5 / 0.109,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,6.357,0.134,0.000150,- / 10 / 0.134,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,5.501,0.562,0.000150,- / 120 / 0.562,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,5.187,0.719,0.000150,- / 160 / 0.719,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,6.459,0.083,0.000150,- / - / 0.083,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,6.375,0.125,0.000150,- / - / 0.125,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,6.343,0.141,0.000150,- / - / 0.141,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,6.313,0.156,0.000150,- / - / 0.156,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,6.281,0.172,0.000150,- / - / 0.172,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,6.249,0.188,0.000150,- / - / 0.188,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,6.219,0.203,0.000150,- / - / 0.203,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,6.187,0.219,0.000150,- / - / 0.219,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,6.125,0.250,0.000150,- / - / 0.250,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,6.001,0.312,0.000150,- / - / 0.312,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,5.937,0.344,0.000150,- / - / 0.344,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,5.875,0.375,0.000150,- / - / 0.375,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,5.625,0.500,0.000150,- / - / 0.500,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,5.375,0.625,0.000150,- / - / 0.625,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,5.125,0.750,0.000150,- / - / 0.750,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,4.875,0.875,0.000150,- / - / 0.875,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,7.981,0.322,0.000150,STD / 40 / 0.322,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,7.625,0.500,0.000150,XS / 80 / 0.500,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,6.875,0.875,0.000150,XXS / - / 0.875,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,8.407,0.109,0.000150,- / 5 / 0.109,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,8.329,0.148,0.000150,- / 10 / 0.148,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,8.125,0.250,0.000150,- / 20 / 0.250,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,7.813,0.406,0.000150,- / 60 / 0.406,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,7.437,0.594,0.000150,- / 100 / 0.594,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,7.187,0.719,0.000150,- / 120 / 0.719,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,7.001,0.812,0.000150,- / 140 / 0.812,Identification / Pipe Schedule / Wall Thickness
